"","sample","alb","biclyr","lob","mac","micmon","muepri","sinstemar","pureCount","hybCount","hyb","sinstemar_1","muepri_1","alb_1","biclyr_1","lob_1","mac1_1","mac2_1","micmon_1","macComb"
"327","SYST-MOR-0007026","none","none","none","none","none","none","pure?",1,0,"pure",0.989801,1e-05,1e-05,1e-05,1.2e-05,1e-05,0.010137,1e-05,0.010147
"328","SYST-MOR-0007027","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"329","SYST-MOR-0007028","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"330","SYST-MOR-0007029","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"331","SYST-MOR-0007030","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"332","SYST-MOR-0007031","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"333","SYST-MOR-0007032","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"334","SYST-MOR-0007033","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"335","SYST-MOR-0007034","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"336","SYST-MOR-0007035","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"337","SYST-MOR-0007036","none","none","none","none","none","pure?","none",1,0,"pure",1.4e-05,0.999926,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"338","SYST-MOR-0007037","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.766164,0.233776,1e-05,0.99994
"339","SYST-MOR-0007038","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.002021,1e-05,1e-05,1e-05,0.592715,0.405214,1e-05,0.997929
"340","SYST-MOR-0007039","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"341","SYST-MOR-0007040","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.009161,1e-05,1e-05,1e-05,0.581086,0.409703,1e-05,0.990789
"342","SYST-MOR-0007041","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"343","SYST-MOR-0007042","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.678592,0.321348,1e-05,0.99994
"344","SYST-MOR-0007043","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"345","SYST-MOR-0007044","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"346","SYST-MOR-0007045","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.526945,0.472995,1e-05,0.99994
"347","SYST-MOR-0007046","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999927,1e-05,1e-05,1.3e-05,1e-05,1e-05,1e-05,2e-05
"348","SYST-MOR-0007047","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1.3e-05,0.694474,1.1e-05,0.066063,0.23941,1e-05,0.305473
"349","SYST-MOR-0007048","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.088965,1.3e-05,0.195888,0.715094,1e-05,0.910982
"350","SYST-MOR-0007049","none","hybrid?","none","pure?","none","none","none",1,1,"uncertain hybrid",1e-05,1e-05,1e-05,0.025527,1e-05,0.270539,0.703884,1e-05,0.974423
"351","SYST-MOR-0007050","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.517644,1e-05,0.100724,0.381582,1e-05,0.482306
"352","SYST-MOR-0007051","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"353","SYST-MOR-0007052","hybrid?","hybrid?","none","none","none","none","none",0,2,"hybrid",1e-05,1e-05,0.257986,0.705869,1e-05,1e-05,0.036095,1e-05,0.036105
"354","SYST-MOR-0007053","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"355","SYST-MOR-0007054","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.976719,1e-05,1e-05,1e-05,0.023221,1e-05,0.023231
"356","SYST-MOR-0007055","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.774094,1e-05,0.0207,0.205156,1e-05,0.225856
"357","SYST-MOR-0007056","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1.5e-05,1e-05,1e-05,0.486812,1e-05,0.060299,0.452833,1e-05,0.513132
"358","SYST-MOR-0007057","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.972369,1e-05,1e-05,0.027571,1e-05,0.027581
"359","SYST-MOR-0007058","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.523912,0.009722,1e-05,0.020758,0.445567,1e-05,0.466325
"360","SYST-MOR-0007059","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.962734,1e-05,1e-05,0.037206,1e-05,0.037216
"361","SYST-MOR-0007060","none","pure?","none","hybrid?","none","none","none",1,1,"uncertain hybrid",1e-05,1e-05,1e-05,0.930848,1e-05,1e-05,0.069092,1e-05,0.069102
"362","SYST-MOR-0007061","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"363","SYST-MOR-0007062","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"364","SYST-MOR-0007063","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"365","SYST-MOR-0007064","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.990523,1e-05,1e-05,1e-05,0.009417,1e-05,0.009427
"366","SYST-MOR-0007065","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"367","SYST-MOR-0007066","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.005575,1e-05,0.006784,1.3e-05,0.10443,0.883168,1e-05,0.987598
"368","SYST-MOR-0007067","none","hybrid?","none","hybrid?","none","hybrid?","none",0,3,"hybrid",1e-05,0.190168,1e-05,0.123504,1.4e-05,0.094046,0.592238,1e-05,0.686284
"369","SYST-MOR-0007068","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1.2e-05,0.800991,1e-05,1e-05,0.198946,1e-05,0.198956
"370","SYST-MOR-0007069","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.036632,1e-05,0.145442,0.817876,1e-05,0.963318
"371","SYST-MOR-0007070","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.024502,0.002309,0.212472,0.760676,1e-05,0.973148
"372","SYST-MOR-0007071","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.011292,1e-05,1e-05,0.988648,1e-05,0.988658
"373","SYST-MOR-0007072","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1.1e-05,1e-05,0.039068,0.960871,1e-05,0.999939
"374","SYST-MOR-0007073","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.2e-05,1.9e-05,0.999919,1e-05,0.999938
"375","SYST-MOR-0007074","none","hybrid?","none","pure?","none","none","none",1,1,"uncertain hybrid",1e-05,1e-05,1e-05,0.032213,1e-05,0.047571,0.920166,1e-05,0.967737
"376","SYST-MOR-0007075","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.976454,1e-05,1e-05,1e-05,0.023486,1e-05,0.023496
"377","SYST-MOR-0007076","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.080181,1e-05,0.052968,0.866802,1e-05,0.91977
"378","SYST-MOR-0007077","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.492479,0.007272,1e-05,1e-05,0.5002,1e-05,0.50021
"379","SYST-MOR-0007078","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.878993,1e-05,1e-05,1e-05,0.120947,1e-05,0.120957
"380","SYST-MOR-0007079","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.993603,1e-05,1e-05,0.006337,1e-05,1e-05,0.006347
"381","SYST-MOR-0007080","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999928,1e-05,1e-05,1.2e-05,1e-05,1e-05,2.2e-05
"382","SYST-MOR-0007081","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"383","SYST-MOR-0007082","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1.1e-05,0.15709,0.019253,1e-05,0.10594,0.717675,1e-05,0.823615
"384","SYST-MOR-0007083","hybrid?","hybrid?","none","hybrid?","none","none","none",0,3,"hybrid",1e-05,1e-05,0.172289,0.147993,1e-05,1e-05,0.679668,1e-05,0.679678
"385","SYST-MOR-0007084","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"386","SYST-MOR-0007085","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.089478,0.038893,1e-05,0.063149,0.80844,1e-05,0.871589
"387","SYST-MOR-0007086","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1.2e-05,0.063191,1e-05,0.011934,0.924823,1e-05,0.936757
"388","SYST-MOR-0007087","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"389","SYST-MOR-0007088","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.031492,1e-05,0.03433,0.934127,1e-05,0.968457
"390","SYST-MOR-0007089","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999929,1e-05,1e-05,1.1e-05,1e-05,1e-05,2.1e-05
"391","SYST-MOR-0007090","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,2e-05
"392","SYST-MOR-0007091","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"393","SYST-MOR-0007092","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,2e-05
"394","SYST-MOR-0007093","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,2e-05
"395","SYST-MOR-0007094","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,2e-05
"396","SYST-MOR-0007095","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,0.999929,2e-05
"397","SYST-MOR-0007096","none","none","none","hybrid?","none","hybrid?","none",0,2,"hybrid",1e-05,0.90983,0.021448,1e-05,1e-05,0.033104,0.035577,1e-05,0.068681
"398","SYST-MOR-0007097","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"399","SYST-MOR-0007098","none","none","none","hybrid?","none","hybrid?","none",0,2,"hybrid",1e-05,0.928742,0.020427,1e-05,1e-05,0.044677,0.006114,1e-05,0.050791
"400","SYST-MOR-0007099","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.973426,1e-05,1e-05,1e-05,0.001045,0.025479,1e-05,0.026524
"401","SYST-MOR-0007100","none","none","none","hybrid?","none","hybrid?","none",0,2,"hybrid",1.5e-05,0.898946,0.027595,1e-05,1e-05,0.061291,0.012122,1e-05,0.073413
"402","SYST-MOR-0007101","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999929,1e-05,1.1e-05,1e-05,1e-05,1e-05,2e-05
"403","SYST-MOR-0007102","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1.9e-05,0.999921,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"404","SYST-MOR-0007103","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"405","SYST-MOR-0007104","hybrid?","none","none","hybrid?","none","hybrid?","none",0,3,"hybrid",1.5e-05,0.911423,0.039151,1e-05,1e-05,0.00685,0.042532,1e-05,0.049382
"406","SYST-MOR-0007105","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999928,1e-05,1e-05,1e-05,1.2e-05,1e-05,2.2e-05
"407","SYST-MOR-0007106","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.983275,1e-05,1e-05,1e-05,0.016665,1e-05,1e-05,0.016675
"408","SYST-MOR-0007107","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.994283,1e-05,1e-05,1e-05,1e-05,0.005657,1e-05,0.005667
"409","SYST-MOR-0007108","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.991629,1e-05,1e-05,1e-05,0.008311,1e-05,1e-05,0.008321
"410","SYST-MOR-0007109","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,0.004229,0.995711,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"411","SYST-MOR-0007110","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.987974,1e-05,1e-05,1e-05,1e-05,0.011966,1e-05,0.011976
"412","SYST-MOR-0007111","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.994678,1e-05,1e-05,1e-05,1e-05,0.005262,1e-05,0.005272
"413","SYST-MOR-0007112","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.008038,0.081612,1e-05,0.11548,0.79483,1e-05,0.91031
"414","SYST-MOR-0007113","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999922,1.8e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"415","SYST-MOR-0007114","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.06362,0.020636,1e-05,0.170514,0.745191,1e-05,0.915705
"416","SYST-MOR-0007115","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.028098,1e-05,0.090101,0.88175,1e-05,0.971851
"417","SYST-MOR-0007116","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.02208,1e-05,0.038428,0.939443,1e-05,0.977871
"418","SYST-MOR-0007117","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.043459,1.3e-05,0.093588,0.8629,1e-05,0.956488
"419","SYST-MOR-0007118","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.003749,0.005319,0.019364,1.2e-05,1.2e-05,0.971524,1e-05,0.971536
"420","SYST-MOR-0007119","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.104378,1e-05,0.072096,0.823476,1e-05,0.895572
"421","SYST-MOR-0007120","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"422","SYST-MOR-0007121","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"423","SYST-MOR-0007122","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"424","SYST-MOR-0007123","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.05728,1e-05,0.153334,0.789336,1e-05,0.94267
"425","SYST-MOR-0007124","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.007261,0.217152,1e-05,0.092134,0.683414,1e-05,0.775548
"426","SYST-MOR-0007125","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"427","SYST-MOR-0007126","none","hybrid?","none","pure?","none","none","none",1,1,"uncertain hybrid",1e-05,1e-05,1e-05,0.036655,1e-05,0.102871,0.860424,1e-05,0.963295
"428","SYST-MOR-0007127","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.006299,0.104005,1e-05,0.092481,0.797175,1e-05,0.889656
"429","SYST-MOR-0007128","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"430","SYST-MOR-0007129","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"431","SYST-MOR-0007130","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"432","SYST-MOR-0007131","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"433","SYST-MOR-0007132","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"434","SYST-MOR-0007133","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"435","SYST-MOR-0007134","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,2e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2e-05
"436","SYST-MOR-0007135","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"437","SYST-MOR-0007136","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"438","SYST-MOR-0007137","none","hybrid?","none","pure?","none","none","none",1,1,"uncertain hybrid",1e-05,1e-05,1e-05,0.024268,1.5e-05,0.954513,0.021164,1e-05,0.975677
"439","SYST-MOR-0007138","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"440","SYST-MOR-0007139","none","none","none","none","none","none","pure?",1,0,"pure",0.999924,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,2e-05
"441","SYST-MOR-0007140","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"442","SYST-MOR-0007141","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"443","SYST-MOR-0007142","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"444","SYST-MOR-0007143","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"445","SYST-MOR-0007144","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"446","SYST-MOR-0007145","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"447","SYST-MOR-0007146","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.017269,1e-05,0.982671,1e-05,1e-05,0.982681
"448","SYST-MOR-0007147","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"449","SYST-MOR-0007148","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"450","SYST-MOR-0007149","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"451","SYST-MOR-0007150","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.025095,1e-05,0.974845,1e-05,1e-05,0.974855
"452","SYST-MOR-0007151","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.013951,1e-05,0.985989,1e-05,1e-05,0.985999
"453","SYST-MOR-0007152","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"454","SYST-MOR-0007153","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"455","SYST-MOR-0007154","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.7e-05,1e-05,1e-05,0.999923,2e-05
"456","SYST-MOR-0007155","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,0.000354,1e-05,1e-05,1e-05,1e-05,0.999586,2e-05
"457","SYST-MOR-0007156","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"458","SYST-MOR-0007157","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"459","SYST-MOR-0007158","none","none","none","none","none","none","pure?",1,0,"pure",0.992636,0.007236,1e-05,1e-05,1e-05,7.7e-05,1e-05,1e-05,8.7e-05
"460","SYST-MOR-0007159","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"461","SYST-MOR-0007160","none","none","none","none","hybrid?","none","hybrid?",0,2,"hybrid",0.649363,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.350577,2e-05
"462","SYST-MOR-0007161","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"463","SYST-MOR-0007162","none","none","none","none","hybrid?","none","hybrid?",0,2,"hybrid",0.638394,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.361546,2e-05
"464","SYST-MOR-0007163","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"465","SYST-MOR-0007164","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"466","SYST-MOR-0007165","none","none","none","none","hybrid?","none","hybrid?",0,2,"hybrid",0.617921,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.382019,2e-05
"467","SYST-MOR-0007166","none","none","none","none","hybrid?","none","hybrid?",0,2,"hybrid",0.590489,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.409451,2e-05
"468","SYST-MOR-0007167","none","none","none","none","hybrid?","none","hybrid?",0,2,"hybrid",0.628667,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.371273,2e-05
"469","SYST-MOR-0007168","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"470","SYST-MOR-0007169","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"471","SYST-MOR-0007170","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"472","SYST-MOR-0007171","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"473","SYST-MOR-0007172","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"474","SYST-MOR-0007173","none","none","none","none","none","none","pure?",1,0,"pure",0.999929,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,2.1e-05
"475","SYST-MOR-0007174","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"476","SYST-MOR-0007175","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"477","SYST-MOR-0007176","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"478","SYST-MOR-0007177","none","none","none","pure?","none","none","none",1,0,"pure",0.005164,0.006393,1e-05,1e-05,1e-05,0.988393,1e-05,1e-05,0.988403
"479","SYST-MOR-0007178","none","none","none","none","hybrid?","none","hybrid?",0,2,"hybrid",0.609028,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.390912,2e-05
"480","SYST-MOR-0007179","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"481","SYST-MOR-0007180","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"482","SYST-MOR-0007181","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.181161,0.818779,1e-05,0.99994
"483","SYST-MOR-0007182","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"484","SYST-MOR-0007183","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1.1e-05,1e-05,1e-05,1e-05,0.200634,0.799305,1e-05,0.999939
"485","SYST-MOR-0007184","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"486","SYST-MOR-0007185","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
