"","Group.1","alb.x","bic.x","lob.x","lyr.x","mac.x","mic.x","mon.x","mue.x","pri.x","sin.x","ste.x","stemar.x","mar.x","alb.y","bic.y","lob.y","lyr.y","mac.y","mic.y","mon.y","mue.y","pri.y","sin.y","mar.y","ste.y","stemar.y","colnum","species","state","site","lat","long","sp","hyb"
"165","SYST-MOR-0006866",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,2e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,2e-05,1e-05,0,0,0,1e-05,"OK_TGP_131_MG","Quercus macrocarpa Michx.","Oklahoma","Tallgrass Prairie Preserve ","36.844363","-96.426753","mac","pure"
"166","SYST-MOR-0006867",1.4e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0.999886,0,2e-05,2e-05,2e-05,1e-05,2e-05,2e-05,1e-05,2e-05,1e-05,1e-05,0.370963,0,0.9999,"OK_TGP_132_MG","Quercus stellata Wangenh.","Oklahoma","Tallgrass Prairie Preserve ","36.855211","-96.423107","mar","pure"
"167","SYST-MOR-0006868",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,3e-05,2e-05,2e-05,1.3e-05,1e-05,2e-05,1e-05,1.1e-05,1e-05,0.99989,0.9999,"OK_TGP_133_MG","Quercus stellata Wangenh.","Oklahoma","Tallgrass Prairie Preserve ","36.84763","-96.422002","ste","pure"
"168","SYST-MOR-0006869",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,2e-05,"OK_TGP_134_MG","Quercus muehlenbergii Engelm.","Oklahoma","Tallgrass Prairie Preserve ","36.846","-96.428886","mue","pure"
"169","SYST-MOR-0006870",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"TN_BCP_148_MG","Quercus macrocarpa Michx.","Tennessee","Bledsoe Creek State Park ","36.375797","-86.357923","mac","pure"
"170","SYST-MOR-0006871",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,0,1e-05,0,1e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,0,1e-05,"TN_BCP_149_MG","Quercus muehlenbergii Engelm.","Tennessee","Bledsoe Creek State Park ","36.375636","-86.357897","mue","pure"
"171","SYST-MOR-0006872",1.9e-05,1e-05,1e-05,1e-05,0.999879,1e-05,1e-05,0,0,1e-05,1.2e-05,2.2e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,0.999879,1e-05,1e-05,0,0,1e-05,1e-05,1.2e-05,2.2e-05,"TN_BCP_150_MG","Quercus macrocarpa Michx.","Tennessee","Bledsoe Creek State Park ","36.375555","-86.357897","mac","pure"
"172","SYST-MOR-0006873",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2.7e-05,2.8e-05,2e-05,0.9999,1e-05,1e-05,2e-05,1e-05,1.3e-05,1e-05,1e-05,2e-05,"TN_BCP_151_MG","Quercus macrocarpa Michx.","Tennessee","Bledsoe Creek State Park ","36.376501","-86.352131","mac","pure"
"173","SYST-MOR-0006874",1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0.999889,1e-05,0,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"TN_BCP_152_MG","Quercus muehlenbergii Engelm.","Tennessee","Bledsoe Creek State Park ","36.376675","-86.352078","mue","pure"
"174","SYST-MOR-0006875",1e-05,1e-05,1e-05,2e-05,0.999885,1e-05,1e-05,1e-05,1.2e-05,0,0,1.3e-05,0,1e-05,1e-05,1e-05,2e-05,0.999885,1e-05,1e-05,1e-05,1.2e-05,0,0,0,1.3e-05,"TN_BCP_153_MG","Quercus macrocarpa Michx.","Tennessee","Bledsoe Creek State Park ","36.376798","-86.35191","mac","pure"
"175","SYST-MOR-0006876",1.7e-05,1e-05,1e-05,1e-05,2e-05,0,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,2e-05,2e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,"TN_BCP_154_MG","Quercus muehlenbergii Engelm.","Tennessee","Bledsoe Creek State Park ","36.376933","-86.351784","mue","pure"
"176","SYST-MOR-0006877",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,2e-05,1e-05,2.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"TN_BCP_155_MG","Quercus alba L.","Tennessee","Bledsoe Creek State Park ","36.377459","-86.35126","alb","pure"
"177","SYST-MOR-0006878",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"TN_BCP_156_MG","Quercus macrocarpa Michx.","Tennessee","Bledsoe Creek State Park ","36.377782","-86.351108","mac","pure"
"178","SYST-MOR-0006879",0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"TN_BCP_157_MG","Quercus alba L.","Tennessee","Bledsoe Creek State Park ","36.377798","-86.35111","alb","pure"
"179","SYST-MOR-0006880",1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,0,1e-05,"TN_BCP_158_MG","Quercus muehlenbergii Engelm.","Tennessee","Bledsoe Creek State Park ","36.37774","-86.351055","mue","pure"
"180","SYST-MOR-0006881",0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"TN_BCP_159_MG","Quercus alba L.","Tennessee","Bledsoe Creek State Park ","36.378009","-86.350874","alb","pure"
"181","SYST-MOR-0006882",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1.2e-05,0.9999,1e-05,1.4e-05,1e-05,1e-05,2e-05,"TN_BCP_160_MG","Quercus muehlenbergii Engelm.","Tennessee","Bledsoe Creek State Park ","36.378015","-86.3509","mue","pure"
"182","SYST-MOR-0006883",0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,0.99989,1e-05,1.1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"TN_BCP_161_MG","Quercus alba L.","Tennessee","Bledsoe Creek State Park ","36.378266","-86.350747","alb","pure"
"183","SYST-MOR-0006884",0.999888,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.99989,1e-05,1.2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"TN_BCP_162_MG","Quercus alba L.","Tennessee","Bledsoe Creek State Park ","36.376907","-86.358224","alb","pure"
"184","SYST-MOR-0006885",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,2e-05,1.6e-05,1e-05,0.99989,1e-05,1e-05,1.6e-05,1e-05,2.6e-05,"TN_CLP_163_MG","Quercus muehlenbergii Engelm.","Tennessee","Cedars of Lebanon State Park ","36.07297","-86.3138","mue","pure"
"185","SYST-MOR-0006886",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2.3e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1.2e-05,2e-05,1e-05,1e-05,0.002673,0.99989,0.9999,"TN_CLP_164_MG","Quercus stellata Wangenh.","Tennessee","Cedars of Lebanon State Park ","36.073057","-86.313585","ste","pure"
"186","SYST-MOR-0006887",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,2e-05,"TN_CLP_165_MG","Quercus muehlenbergii Engelm.","Tennessee","Cedars of Lebanon State Park ","36.074588","-86.314467","mue","pure"
"187","SYST-MOR-0006888",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,2e-05,2.8e-05,1.4e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0.99989,0.9999,"TN_CLP_166_MG","Quercus stellata Wangenh.","Tennessee","Cedars of Lebanon State Park ","36.074626","-86.314306","ste","pure"
"188","SYST-MOR-0006889",0.999884,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1.9e-05,1.6e-05,1.9e-05,0,0,1e-05,"TN_CLP_167_MG","Quercus alba L.","Tennessee","Cedars of Lebanon State Park ","36.075606","-86.313964","alb","pure"
"189","SYST-MOR-0006890",1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_LXC_168_MG","Quercus macrocarpa Michx.","Kentucky","Lexington Cemetery ","38.059359","-86.51346","mac","pure"
"190","SYST-MOR-0006891",0,1e-05,1e-05,1e-05,0.99989,0,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0,1e-05,1e-05,1e-05,0.99989,0,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_LXC_169_MG","Quercus macrocarpa Michx.","Kentucky","Lexington Cemetery ","38.061765","-84.506476","mac","pure"
"191","SYST-MOR-0006892",1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_LXC_170_MG","Quercus macrocarpa Michx.","Kentucky","Lexington Cemetery ","38.061055","-84.507112","mac","pure"
"192","SYST-MOR-0006893",1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_LXC_171_MG","Quercus macrocarpa Michx.","Kentucky","Lexington Cemetery ","38.058274","-84.508551","mac","pure"
"193","SYST-MOR-0006894",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,0,1e-05,"KY_CSW_172_MG","Quercus macrocarpa Michx.","Kentucky","Castlewood State Park ","38.055834","-84.476246","mac","pure"
"194","SYST-MOR-0006895",1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.999897,1e-05,1e-05,0,0,1e-05,"KY_CSW_173_MG","Quercus muehlenbergii Engelm.","Kentucky","Castlewood State Park ","38.055772","-84.476893","mue","pure"
"196","SYST-MOR-0006897",1e-05,0,1e-05,0,0.999899,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2.1e-05,1.1e-05,1e-05,0,1e-05,0,0.999899,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,2.1e-05,"KY_BBF_175_MG","Quercus macrocarpa Michx.","Kentucky","Briarbrook Farm ","38.278214","-84.203992","mac","pure"
"197","SYST-MOR-0006898",1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.9999,1.1e-05,1e-05,1e-05,1e-05,2e-05,"KY_BBF_176_MG","Quercus muehlenbergii Engelm.","Kentucky","Briarbrook Farm ","38.218246","-84.203368","mue","pure"
"198","SYST-MOR-0006899",2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"KY_BBF_177_MG","Quercus macrocarpa Michx.","Kentucky","Briarbrook Farm ","38.278441","-84.203368","mac","pure"
"200","SYST-MOR-0006901",0,1e-05,1e-05,1e-05,1e-05,0,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_BBF_179_MG","Quercus muehlenbergii Engelm.","Kentucky","Briarbrook Farm ","38.27157","-84.207532","mue","pure"
"201","SYST-MOR-0006902",0,1e-05,1e-05,1e-05,2e-05,0,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,2.3e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_BBF_180_MG","Quercus muehlenbergii Engelm.","Kentucky","Briarbrook Farm ","38.272507","-84.208583","mue","pure"
"202","SYST-MOR-0006903",1e-05,1e-05,1e-05,1e-05,0.999876,1.6e-05,1e-05,0,0,1e-05,1.8e-05,2.8e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999876,1.6e-05,1e-05,0,0,1e-05,1e-05,1.8e-05,2.8e-05,"KY_BBF_181_MG","Quercus macrocarpa Michx.","Kentucky","Briarbrook Farm ","38.272667","-84.209079","mac","pure"
"203","SYST-MOR-0006904",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"KY_BBF_182_MG","Quercus macrocarpa Michx.","Kentucky","Briarbrook Farm ","38.273397","-84.208158","mac","pure"
"205","SYST-MOR-0006906",1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"KY_BBF_184_MG","Quercus macrocarpa Michx.","Kentucky","Briarbrook Farm ","38.274021","-84.209338","mac","pure"
"206","SYST-MOR-0006907",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"KY_ASF_185_MG","Quercus macrocarpa Michx.","Kentucky","Airdrie Stud Farm est. 1780","38.13961","-84.759088","mac","pure"
"207","SYST-MOR-0006908",1e-05,0,1e-05,0,0.999899,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,1e-05,0,0.999899,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_ASF_186_MG","Quercus macrocarpa Michx.","Kentucky","Airdrie Stud Farm est. 1780","38.139913","-84.759963","mac","pure"
"208","SYST-MOR-0006909",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"KY_ASF_187_MG","Quercus macrocarpa Michx.","Kentucky","Airdrie Stud Farm est. 1780","38.139006","-84.760327","mac","pure"
"210","SYST-MOR-0006911",2e-05,2e-05,1e-05,1e-05,0.999886,1e-05,1e-05,0,0,1.4e-05,0,1e-05,0,2e-05,2e-05,1e-05,1e-05,0.999886,1e-05,1e-05,0,0,1.4e-05,0,0,1e-05,"KY_ASF_189_MG","Quercus macrocarpa Michx.","Kentucky","Airdrie Stud Farm est. 1780","38.137895","-84.73549","mac","pure"
"211","SYST-MOR-0006912",0,1e-05,1e-05,1e-05,0.99989,0,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0,1e-05,1e-05,1e-05,0.99989,0,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_ASF_190_MG","Quercus macrocarpa Michx.","Kentucky","Airdrie Stud Farm est. 1780","38.138075","-84.734805","mac","pure"
"212","SYST-MOR-0006913",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999883,1e-05,1.7e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999883,1e-05,1.7e-05,1e-05,1e-05,2e-05,"KY_ASF_191_MG","Quercus muehlenbergii Engelm.","Kentucky","Airdrie Stud Farm est. 1780","38.136885","-84.734226","mue","pure"
"215","SYST-MOR-0006916",1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0.99988,1e-05,0,0,1e-05,1e-05,1.1e-05,1e-05,2e-05,1e-05,2e-05,1.3e-05,1e-05,0.99989,0.000673,1e-05,1.9e-05,1e-05,2.9e-05,"KY_ASF_194_MG","Quercus muehlenbergii Engelm.","Kentucky","Airdrie Stud Farm est. 1780","38.136532","-84.735519","mue","pure"
"216","SYST-MOR-0006917",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2.3e-05,2e-05,2.8e-05,2e-05,0.99989,1.2e-05,2e-05,1.6e-05,1.8e-05,1.8e-05,1.4e-05,3.2e-05,"KY_JJA_195_MG","Quercus michauxii Nutt.","Kentucky","John James Audubon State Park ","37.890421","-87.539696","mic","pure"
"219","SYST-MOR-0006920",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2.4e-05,2e-05,2e-05,0.99989,1.3e-05,2e-05,1.9e-05,1e-05,1e-05,1e-05,2e-05,"KY_JJA_198_MG","Quercus michauxii Nutt.","Kentucky","John James Audubon State Park ","37.894158","-87.538288","mic","pure"
"220","SYST-MOR-0006921",1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2.2e-05,2.6e-05,0.9999,2e-05,1e-05,1.1e-05,2e-05,1e-05,1.1e-05,1e-05,1e-05,2e-05,"KY_JJA_199_MG","Quercus lyrata Walt.","Kentucky","John James Audubon State Park ","37.894136","-87.538228","lyr","pure"
"221","SYST-MOR-0006922",0.9999,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,0,0.9999,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"KY_JJA_200_MG","Quercus alba L.","Kentucky","John James Audubon State Park ","37.894245","-87.537823","alb","pure"
"222","SYST-MOR-0006924",1e-05,1e-05,1e-05,1e-05,1e-05,0.999889,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,2e-05,2e-05,0.99989,1e-05,2e-05,1.4e-05,1.3e-05,1.8e-05,1.6e-05,3.4e-05,"KY_JJA_202_MG","Quercus michauxii Nutt.","Kentucky","John James Audubon State Park ","37.894291","-87.537803","mic","pure"
"223","SYST-MOR-0006925",1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,0.99989,2.8e-05,2e-05,1.4e-05,2.3e-05,1.1e-05,1e-05,1e-05,1e-05,2e-05,"KY_JJA_203_MG","Quercus lyrata Walt.","Kentucky","John James Audubon State Park ","37.894409","-87.537691","lyr","pure"
"224","SYST-MOR-0006926",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.99989,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_JJA_204_MG","Quercus alba L.","Kentucky","John James Audubon State Park ","37.894531","-87.537704","alb","pure"
"226","SYST-MOR-0006928",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KY_JJA_206_MG","Quercus alba L.","Kentucky","John James Audubon State Park ","37.894607","-87.543357","alb","pure"
"227","SYST-MOR-0006929",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.9999,0.004228,1e-05,1e-05,1e-05,2e-05,"KY_JJA_207_MG","Quercus muehlenbergii Engelm.","Kentucky","John James Audubon State Park ","37.883276","-87.553537","mue","pure"
"228","SYST-MOR-0006930",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,"KY_JJA_208_MG","Quercus muehlenbergii Engelm.","Kentucky","John James Audubon State Park ","37.885952","-87.553352","mue","pure"
"229","SYST-MOR-0006931",0,1e-05,1.6e-05,1e-05,1e-05,0,1e-05,0.999884,1e-05,0,0,1e-05,0,2e-05,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,"KY_JJA_209_MG","Quercus muehlenbergii Engelm.","Kentucky","John James Audubon State Park ","37.881841","-87.557666","mue","pure"
"230","SYST-MOR-0006932",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,1e-05,0,2e-05,"KY_GRF_210_MG","Quercus macrocarpa Michx.","Kentucky","Green River State Forest ","37.899307","-87.506533","mac","pure"
"231","SYST-MOR-0006933",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,"KY_GRF_211_MG","Quercus macrocarpa Michx.","Kentucky","Green River State Forest ","37.898916","-87.504164","mac","pure"
"232","SYST-MOR-0006934",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"KY_GRF_212_MG","Quercus macrocarpa Michx.","Kentucky","Green River State Forest ","37.898798","-87.50292","mac","pure"
"233","SYST-MOR-0006935",1e-05,1e-05,1e-05,2e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,2e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"KY_GRF_213_MG","Quercus macrocarpa Michx.","Kentucky","Green River State Forest ","37.502158","-87.502158","mac","pure"
"234","SYST-MOR-0006936",2e-05,1e-05,1e-05,1e-05,0.999895,1e-05,1e-05,0,0,1.5e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.999895,1e-05,1e-05,0,0,1.5e-05,0,0,1e-05,"KY_GRF_214_MG","Quercus macrocarpa Michx.","Kentucky","Green River State Forest ","37.898645","-87.501429","mac","pure"
"235","SYST-MOR-0006937",1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"WI_THB_215_MG","Quercus macrocarpa Michx.","Wisconsin","Tower Hill Bottoms SNA","43.148664","-90.043608","mac","pure"
"236","SYST-MOR-0006938",0.999884,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.99989,2e-05,1e-05,1e-05,2e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,0,0,1e-05,"WI_THB_216_MG","Quercus alba L.","Wisconsin","Tower Hill Bottoms SNA","43.148147","-90.04126","alb","pure"
"237","SYST-MOR-0006939",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0,0,1e-05,0,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0,0,0,1e-05,"WI_THB_217_MG","Quercus alba L.","Wisconsin","Tower Hill Bottoms SNA","43.148617","-90.041293","alb","pure"
"238","SYST-MOR-0006940",0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05,"WI_THB_218_MG","Quercus alba L.","Wisconsin","Tower Hill Bottoms SNA","43.150036","-90.041293","alb","pure"
"239","SYST-MOR-0006941",0.99988,0,1e-05,0,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,2e-05,1.3e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.7e-05,2.7e-05,"WI_THB_219_MG","Quercus alba L.","Wisconsin","Tower Hill Bottoms SNA","43.150426","-90.045289","alb","pure"
"240","SYST-MOR-0006942",1.7e-05,1.9e-05,2.1e-05,1e-05,0.999866,1.3e-05,1e-05,1.5e-05,1e-05,1e-05,0,1e-05,0,1.7e-05,1.9e-05,2.1e-05,1e-05,0.999866,1.3e-05,1e-05,1.5e-05,1e-05,1e-05,0,0,1e-05,"WI_THB_220_MG","Quercus macrocarpa Michx.","Wisconsin","Tower Hill Bottoms SNA","43.148781","-90.043418","mac","pure"
"241","SYST-MOR-0006943",2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MN_PMN_221_MG","Quercus macrocarpa Michx.","Minnesota","Prairie Moon Nursery ","43.902219","-91.638919","mac","pure"
"242","SYST-MOR-0006944",2e-05,1e-05,1.3e-05,1e-05,0.999887,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1.3e-05,1e-05,0.999887,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"MN_PMN_222_MG","Quercus macrocarpa Michx.","Minnesota","Prairie Moon Nursery ","43.903267","-91.640004","mac","pure"
