,sample,alb,biclyr,lob,mac,micmon,muepri,sinstemar,pureCount,hybCount,hyb,sinstemar_1,muepri_1,alb_1,biclyr_1,lob_1,mac1_1,mac2_1,micmon_1,macComb,collectionNumber
366,SYST-MOR-0007065,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_SSP_345_MG
367,SYST-MOR-0007066,none,none,none,pure?,none,none,none,1,0,pure,0,0.0056,0,0.0068,0,0.1044,0.8832,0,0.987598,NY_SSP_346_MG
368,SYST-MOR-0007067,none,hybrid?,none,hybrid?,none,hybrid?,none,0,3,hybrid,0,0.1902,0,0.1235,0,0.094,0.5922,0,0.686284,NY_SSP_347_MG
369,SYST-MOR-0007068,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.801,0,0,0.1989,0,0.198956,NY_SSP_348_MG
370,SYST-MOR-0007069,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0366,0,0.1454,0.8179,0,0.963318,NY_SSP_349_MG
371,SYST-MOR-0007070,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0245,0.0023,0.2125,0.7607,0,0.973148,NY_SSP_350_MG
372,SYST-MOR-0007071,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0113,0,0,0.9886,0,0.988658,NY_CMB_351_MG
373,SYST-MOR-0007072,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.0391,0.9609,0,0.999939,NY_CMB_352_MG
374,SYST-MOR-0007073,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.999938,NY_CMB_353_MG
375,SYST-MOR-0007074,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,0,0,0,0.0322,0,0.0476,0.9202,0,0.967737,NY_CMB_354_MG
376,SYST-MOR-0007075,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9765,0,0,0,0.0235,0,0.023496,NY_CMB_355_MG
377,SYST-MOR-0007076,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.0802,0,0.053,0.8668,0,0.91977,NY_CMB_356_MG
378,SYST-MOR-0007077,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.4925,0.0073,0,0,0.5002,0,0.50021,NY_CMB_357_MG
379,SYST-MOR-0007078,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.879,0,0,0,0.1209,0,0.120957,NY_CMB_358_MG
380,SYST-MOR-0007079,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9936,0,0,0.0063,0,0,0.006347,NY_CMB_359_MG
381,SYST-MOR-0007080,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.20E-05,NY_CMB_360_MG
382,SYST-MOR-0007081,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,VT_DHT_361_MG
383,SYST-MOR-0007082,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.1571,0.0193,0,0.1059,0.7177,0,0.823615,VT_DHT_362_MG
384,SYST-MOR-0007083,hybrid?,hybrid?,none,hybrid?,none,none,none,0,3,hybrid,0,0,0.1723,0.148,0,0,0.6797,0,0.679678,VT_DHT_363_MG
385,SYST-MOR-0007084,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,VT_DHT_364_MG
386,SYST-MOR-0007085,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.0895,0.0389,0,0.0631,0.8084,0,0.871589,VT_DHT_365_MG
387,SYST-MOR-0007086,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.0632,0,0.0119,0.9248,0,0.936757,VT_DHT_366_MG
388,SYST-MOR-0007087,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,VT_DHT_367_MG
389,SYST-MOR-0007088,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0315,0,0.0343,0.9341,0,0.968457,VT_DHT_368_MG
390,SYST-MOR-0007089,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.10E-05,VT_DHT_369_MG
391,SYST-MOR-0007090,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,NY_BKF_370_MG
392,SYST-MOR-0007091,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_BKF_371_MG
393,SYST-MOR-0007092,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,NY_BKF_372_MG
394,SYST-MOR-0007093,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,NY_BKF_373_MG
395,SYST-MOR-0007094,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,NY_BKF_374_MG
396,SYST-MOR-0007095,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,NY_BKF_375_MG
397,SYST-MOR-0007096,none,none,none,hybrid?,none,hybrid?,none,0,2,hybrid,0,0.9098,0.0214,0,0,0.0331,0.0356,0,0.068681,NY_APB_377_MG
398,SYST-MOR-0007097,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_APB_376_MG
399,SYST-MOR-0007098,none,none,none,hybrid?,none,hybrid?,none,0,2,hybrid,0,0.9287,0.0204,0,0,0.0447,0.0061,0,0.050791,NY_APB_378_MG
400,SYST-MOR-0007099,none,none,none,none,none,pure?,none,1,0,pure,0,0.9734,0,0,0,0.001,0.0255,0,0.026524,NY_APB_379_MG
401,SYST-MOR-0007100,none,none,none,hybrid?,none,hybrid?,none,0,2,hybrid,0,0.8989,0.0276,0,0,0.0613,0.0121,0,0.073413,NY_APB_380_MG
402,SYST-MOR-0007101,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_APB_381_MG
403,SYST-MOR-0007102,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_APB_382_MG
404,SYST-MOR-0007103,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_APB_383_MG
405,SYST-MOR-0007104,hybrid?,none,none,hybrid?,none,hybrid?,none,0,3,hybrid,0,0.9114,0.0392,0,0,0.0069,0.0425,0,0.049382,NY_APB_384_MG
406,SYST-MOR-0007105,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.20E-05,NY_BKF_385_MG
407,SYST-MOR-0007106,none,none,none,none,none,pure?,none,1,0,pure,0,0.9833,0,0,0,0.0167,0,0,0.016675,MA_BTC_386_MG
408,SYST-MOR-0007107,none,none,none,none,none,pure?,none,1,0,pure,0,0.9943,0,0,0,0,0.0057,0,0.005667,MA_BTC_387_MG
409,SYST-MOR-0007108,none,none,none,none,none,pure?,none,1,0,pure,0,0.9916,0,0,0,0.0083,0,0,0.008321,MA_BTC_388_MG
410,SYST-MOR-0007109,pure?,none,none,none,none,none,none,1,0,pure,0,0.0042,0.9957,0,0,0,0,0,2.00E-05,MA_BTC_389_MG
411,SYST-MOR-0007110,none,none,none,none,none,pure?,none,1,0,pure,0,0.988,0,0,0,0,0.012,0,0.011976,MA_BTC_390_MG
412,SYST-MOR-0007111,none,none,none,none,none,pure?,none,1,0,pure,0,0.9947,0,0,0,0,0.0053,0,0.005272,MA_BTC_391_MG
413,SYST-MOR-0007112,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.008,0.0816,0,0.1155,0.7948,0,0.91031,MA_BTC_392_MG
414,SYST-MOR-0007113,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MA_BTC_393_MG
415,SYST-MOR-0007114,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.0636,0.0206,0,0.1705,0.7452,0,0.915705,MA_NMK_394_MG
416,SYST-MOR-0007115,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0281,0,0.0901,0.8818,0,0.971851,MA_NMK_395_MG
417,SYST-MOR-0007116,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0221,0,0.0384,0.9394,0,0.977871,MA_NMK_396_MG
418,SYST-MOR-0007117,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.0435,0,0.0936,0.8629,0,0.956488,MA_NMK_397_MG
419,SYST-MOR-0007118,none,none,none,pure?,none,none,none,1,0,pure,0,0.0037,0.0053,0.0194,0,0,0.9715,0,0.971536,MA_NMK_398_MG
420,SYST-MOR-0007119,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.1044,0,0.0721,0.8235,0,0.895572,MA_LKN_399_MG
421,SYST-MOR-0007120,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MA_LKN_400_MG
422,SYST-MOR-0007121,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MA_LKN_401_MG
423,SYST-MOR-0007122,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MA_LKN_402_MG
424,SYST-MOR-0007123,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.0573,0,0.1533,0.7893,0,0.94267,MA_SBF_403_MG
425,SYST-MOR-0007124,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.0073,0.2172,0,0.0921,0.6834,0,0.775548,MA_SBF_404_MG
426,SYST-MOR-0007125,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MA_SBF_405_MG
427,SYST-MOR-0007126,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,0,0,0,0.0367,0,0.1029,0.8604,0,0.963295,MA_SBF_406_MG
428,SYST-MOR-0007127,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.0063,0.104,0,0.0925,0.7972,0,0.889656,MA_SBF_407_MG
429,SYST-MOR-0007128,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MA_SBF_408_MG
430,SYST-MOR-0007129,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,AR_BRP_409_MG
431,SYST-MOR-0007130,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,AR_BRP_410_MG
432,SYST-MOR-0007131,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,AR_BRP_411_MG
433,SYST-MOR-0007132,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,AR_BRP_412_MG
434,SYST-MOR-0007133,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,AR_BRP_413_MG
435,SYST-MOR-0007134,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,AR_BRP_414_MG
436,SYST-MOR-0007135,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,AR_BRP_415_MG
437,SYST-MOR-0007136,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,AR_BRP_416_MG
438,SYST-MOR-0007137,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,0,0,0,0.0243,0,0.9545,0.0212,0,0.975677,AR_BRP_417_MG
439,SYST-MOR-0007138,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,AR_BRP_418_MG
440,SYST-MOR-0007139,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,AR_BRP_419_MG
441,SYST-MOR-0007140,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,AR_BRP_420_MG
442,SYST-MOR-0007141,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,AR_BRP_421_MG
443,SYST-MOR-0007142,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,AR_BRP_422_MG
444,SYST-MOR-0007143,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,AR_BRP_423_MG
445,SYST-MOR-0007144,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,AR_BRP_424_MG
446,SYST-MOR-0007145,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,AR_BRP_425_MG
447,SYST-MOR-0007146,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0173,0,0.9827,0,0,0.982681,AR_BRP_426_MG
448,SYST-MOR-0007147,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,AR_BRP_427_MG
449,SYST-MOR-0007148,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,AR_BRP_428_MG
450,SYST-MOR-0007149,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,AR_BRP_429_MG
451,SYST-MOR-0007150,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0251,0,0.9748,0,0,0.974855,TX_BRZ_430_MG
452,SYST-MOR-0007151,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.014,0,0.986,0,0,0.985999,TX_BRZ_431_MG
453,SYST-MOR-0007152,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_BRZ_432_MG
454,SYST-MOR-0007153,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_BRZ_433_MG
455,SYST-MOR-0007154,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,TX_BRZ_434_MG
456,SYST-MOR-0007155,none,none,none,none,pure?,none,none,1,0,pure,0,0,4.00E-04,0,0,0,0,0.9996,2.00E-05,TX_BRZ_435_MG
457,SYST-MOR-0007156,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_BRZ_436_MG
458,SYST-MOR-0007157,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,TX_BRZ_437_MG
459,SYST-MOR-0007158,none,none,none,none,none,none,pure?,1,0,pure,0.9926,0.0072,0,0,0,1.00E-04,0,0,8.70E-05,TX_PLM_438_MG
460,SYST-MOR-0007159,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_PLM_439_MG
461,SYST-MOR-0007160,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.6494,0,0,0,0,0,0,0.3506,2.00E-05,TX_PLM_440_MG
462,SYST-MOR-0007161,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_PLM_441_MG
463,SYST-MOR-0007162,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.6384,0,0,0,0,0,0,0.3615,2.00E-05,TX_PLM_442_MG
464,SYST-MOR-0007163,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_PLM_443_MG
465,SYST-MOR-0007164,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_PLM_444_MG
466,SYST-MOR-0007165,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.6179,0,0,0,0,0,0,0.382,2.00E-05,TX_PLM_445_MG
467,SYST-MOR-0007166,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.5905,0,0,0,0,0,0,0.4095,2.00E-05,TX_PLM_446_MG
468,SYST-MOR-0007167,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.6287,0,0,0,0,0,0,0.3713,2.00E-05,TX_PLM_447_MG
469,SYST-MOR-0007168,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_PLM_448_MG
470,SYST-MOR-0007169,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,TX_CHP_449_MG
471,SYST-MOR-0007170,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,TX_CHP_450_MG
472,SYST-MOR-0007171,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_CHP_451_MG
473,SYST-MOR-0007172,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,TX_CHP_452_MG
474,SYST-MOR-0007173,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.10E-05,TX_CHP_453_MG
475,SYST-MOR-0007174,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_CHP_454_MG
476,SYST-MOR-0007175,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,TX_CHP_455_MG
477,SYST-MOR-0007176,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_CHP_456_MG
478,SYST-MOR-0007177,none,none,none,pure?,none,none,none,1,0,pure,0.0052,0.0064,0,0,0,0.9884,0,0,0.988403,TX_CHP_457_MG
479,SYST-MOR-0007178,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.609,0,0,0,0,0,0,0.3909,2.00E-05,TX_CHP_458_MG
480,SYST-MOR-0007179,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,TX_CHP_459_MG
481,SYST-MOR-0007180,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IL_RCA_460_MG
482,SYST-MOR-0007181,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.1812,0.8188,0,0.99994,IL_RCA_461_MG
483,SYST-MOR-0007182,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,IL_RCA_462_MG
484,SYST-MOR-0007183,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.2006,0.7993,0,0.999939,IL_RCA_463_MG
485,SYST-MOR-0007184,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IL_RCA_464_MG
486,SYST-MOR-0007185,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,IL_RCA_465_MG
487,SYST-MOR-0007186,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IL_RCA_466_MG
488,SYST-MOR-0007187,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9625,0,0,0.0374,0,0.037417,IL_RCA_467_MG
489,SYST-MOR-0007188,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.1978,0.8021,0,0.99994,IL_RCA_468_MG
490,SYST-MOR-0007189,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IL_RCA_469_MG
491,SYST-MOR-0007190,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.0599,0.94,0,0.99994,IL_RCA_470_MG
492,SYST-MOR-0007191,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.4539,0,0.0388,0.5072,0,0.546022,IL_RCA_471_MG
493,SYST-MOR-0007192,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9947,0,0,0.0053,0,0,0.00526,IL_RCA_472_MG
494,SYST-MOR-0007193,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.1789,0.821,0,0.99994,IL_RCA_473_MG
495,SYST-MOR-0007194,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,IL_RCA_474_MG
496,SYST-MOR-0007195,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_MWT_475_MG
497,SYST-MOR-0007196,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,IN_MWT_476_MG
498,SYST-MOR-0007197,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_MWT_477_MG
499,SYST-MOR-0007198,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_MWT_478_MG
500,SYST-MOR-0007199,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,IN_MWT_479_MG
501,SYST-MOR-0007200,none,none,none,pure?,none,none,none,1,0,pure,0,0,0.0018,0,0,0.6811,0.317,0,0.998131,IN_MWT_480_MG
502,SYST-MOR-0007201,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_MWT_481_MG
503,SYST-MOR-0007202,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_MWT_482_MG
504,SYST-MOR-0007203,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_MWT_483_MG
505,SYST-MOR-0007204,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_MWT_484_MG
506,SYST-MOR-0007205,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_TYL_485_MG
507,SYST-MOR-0007206,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.6215,0.3784,0,0.99994,IN_TYL_486_MG
508,SYST-MOR-0007207,none,none,none,pure?,none,none,none,1,0,pure,0,0.0037,0,0,0,0.3658,0.6304,0,0.996287,IN_TYL_487_MG
509,SYST-MOR-0007208,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.4795,0.5204,0,0.99994,IN_TYL_488_MG
510,SYST-MOR-0007209,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_TYL_489_MG
511,SYST-MOR-0007210,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.20E-05,IN_TYL_490_MG
512,SYST-MOR-0007211,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_TYL_491_MG
513,SYST-MOR-0007212,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,IN_TYL_492_MG
514,SYST-MOR-0007213,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,IN_TYL_493_MG
515,SYST-MOR-0007214,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,IN_TYL_494_MG
516,SYST-MOR-0007215,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_TYL_495_MG
517,SYST-MOR-0007216,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_TYL_496_MG
518,SYST-MOR-0007217,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9998,0,0,0,1.00E-04,0,0.000148,IN_TYL_497_MG
519,SYST-MOR-0007218,hybrid?,none,none,none,none,hybrid?,none,0,2,hybrid,0,0.4902,0.4968,0,0,0.0108,0.0021,0,0.012902,IN_TYL_498_MG
520,SYST-MOR-0007219,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.5841,0.4159,0,0.99994,IN_BLR_499_MG
521,SYST-MOR-0007220,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.6913,0.3087,0,0.99994,IN_BLR_500_MG
522,SYST-MOR-0007221,none,none,none,pure?,none,none,none,1,0,pure,0,0.004,0,0,0,0.7728,0.2231,0,0.995922,IN_LCP_501_MG
523,SYST-MOR-0007222,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.6956,0.3044,0,0.99994,IN_LCP_502_MG
524,SYST-MOR-0007223,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_LCP_503_MG
525,SYST-MOR-0007224,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_LCP_504_MG
526,SYST-MOR-0007225,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_LCP_505_MG
527,SYST-MOR-0007226,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_LCP_506_MG
528,SYST-MOR-0007227,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,IN_LCP_507_MG
529,SYST-MOR-0007228,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_GRL_508_MG
530,SYST-MOR-0007229,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_GRL_509_MG
531,SYST-MOR-0007230,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_GRL_510_MG
532,SYST-MOR-0007231,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_GRL_511_MG
533,SYST-MOR-0007232,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,IN_GRL_512_MG
534,SYST-MOR-0007233,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.6873,0.3127,0,0.999938,IN_IUC_513_MG
535,SYST-MOR-0007234,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,OH_STR_514_MG
536,SYST-MOR-0007235,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,OH_STR_515_MG
537,SYST-MOR-0007236,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,OH_STR_516_MG
538,SYST-MOR-0007237,hybrid?,none,none,none,none,none,none,0,1,uncertain pure,0.0175,0,0.9662,0,0.0163,0,0,0,2.00E-05,OH_STR_517_MG
539,SYST-MOR-0007238,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,OH_STR_518_MG
540,SYST-MOR-0007239,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,OH_STR_519_MG
541,SYST-MOR-0007240,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,OH_STR_520_MG
542,SYST-MOR-0007241,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0102,0,0.6859,0.3038,0,0.989722,IL_CHB_521_MG
543,SYST-MOR-0007242,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.7719,0.2281,0,0.99994,IL_CHB_522_MG
